,date,Name,state,FIPS,positive,AQI,date_str
1395,2020-08-03,Nevada,NV,32,381718,57.0,08/03/2020
1354,2020-08-03,New Mexico,NM,35,153518,61.14285714,08/03/2020
1060,2020-08-03,Mississippi,MS,28,456947,37.57142857,08/03/2020
519,2020-08-03,Iowa,IA,19,334070,61.0,08/03/2020
268,2020-08-03,Connecticut,CT,9,352107,65.14285714,08/03/2020
104,2020-08-03,Arkansas,AR,5,334191,52.71428571,08/03/2020
1101,2020-08-03,Montana,MT,30,32960,14.71428571,08/03/2020
895,2020-08-03,Maine,ME,23,28095,44.57142857,08/03/2020
309,2020-08-03,District of Columbia,DC,11,88161,56.71428571,08/03/2020
854,2020-08-03,Maryland,MD,24,657433,46.0,08/03/2020
725,2020-08-03,Kentucky,KY,21,236802,40.0,08/03/2020
766,2020-08-03,Louisiana,LA,22,898502,36.14285714,08/03/2020
478,2020-08-03,Hawaii,HI,15,20675,23.71428571,08/03/2020
350,2020-08-03,Delaware,DE,10,107954,52.28571429,08/03/2020
1019,2020-08-03,Missouri,MO,29,397875,73.85714286,08/03/2020
437,2020-08-03,Georgia,GA,13,1462608,43.0,08/03/2020
63,2020-08-03,Alabama,AL,1,685990,45.14285714,08/03/2020
813,2020-08-03,Massachusetts,MA,25,842077,40.71428571,08/03/2020
1142,2020-08-03,North Carolina,NC,37,929356,64.42857143,08/03/2020
22,2020-08-03,Alaska,AK,2,24993,14.71428571,08/03/2020
396,2020-08-03,Florida,FL,12,3572632,55.0,08/03/2020
601,2020-08-03,Illinois,IL,17,1341335,97.85714286,08/03/2020
227,2020-08-03,Colorado,CO,8,348734,47.42857143,08/03/2020
560,2020-08-03,Idaho,ID,16,163103,40.57142857,08/03/2020
978,2020-08-03,Minnesota,MN,27,415281,50.14285714,08/03/2020
145,2020-08-03,Arizona,AZ,4,1291961,80.0,08/03/2020
643,2020-08-03,Indiana,IN,18,505106,51.0,08/03/2020
937,2020-08-03,Michigan,MI,26,667417,59.71428571,08/03/2020
186,2020-08-03,California,CA,6,3774403,81.14285714,08/03/2020
684,2020-08-03,Kansas,KS,20,211954,45.71428571,08/03/2020
1561,2020-08-10,Oregon,OR,41,158440,46.28571429,08/10/2020
1767,2020-08-10,Tennessee,TN,47,910476,61.85714286,08/10/2020
1020,2020-08-10,Missouri,MO,29,455027,59.14285714,08/10/2020
438,2020-08-10,Georgia,GA,13,1620363,44.28571429,08/10/2020
602,2020-08-10,Illinois,IL,17,1426341,50.57142857,08/10/2020
1228,2020-08-10,Nebraska,NE,31,207231,78.0,08/10/2020
397,2020-08-10,Florida,FL,12,3885835,48.28571429,08/10/2020
1269,2020-08-10,New Hampshire,NH,33,48562,34.42857143,08/10/2020
479,2020-08-10,Hawaii,HI,15,30630,26.42857143,08/10/2020
1061,2020-08-10,Mississippi,MS,28,494886,50.85714286,08/10/2020
1644,2020-08-10,Rhode Island,RI,44,142282,38.71428571,08/10/2020
644,2020-08-10,Indiana,IN,18,549678,80.42857143,08/10/2020
64,2020-08-10,Alabama,AL,1,745520,54.42857143,08/10/2020
1726,2020-08-10,South Dakota,SD,46,70201,50.71428571,08/10/2020
1520,2020-08-10,Oklahoma,OK,40,327977,68.42857143,08/10/2020
1102,2020-08-10,Montana,MT,30,38521,21.42857143,08/10/2020
685,2020-08-10,Kansas,KS,20,233646,46.0,08/10/2020
561,2020-08-10,Idaho,ID,16,185769,35.85714286,08/10/2020
520,2020-08-10,Iowa,IA,19,357346,45.85714286,08/10/2020
726,2020-08-10,Kentucky,KY,21,266658,52.14285714,08/10/2020
1685,2020-08-10,South Carolina,SC,45,733186,43.57142857,08/10/2020
2061,2020-08-10,West Virginia,WV,54,57961,39.71428571,08/10/2020
767,2020-08-10,Louisiana,LA,22,952745,45.0,08/10/2020
1355,2020-08-10,New Mexico,NM,35,161816,53.28571429,08/10/2020
1808,2020-08-10,Texas,TX,48,3648978,72.71428571,08/10/2020
1479,2020-08-10,Ohio,OH,39,744080,42.42857143,08/10/2020
896,2020-08-10,Maine,ME,23,28833,37.71428571,08/10/2020
1602,2020-08-10,Pennsylvania,PA,42,859586,54.42857143,08/10/2020
269,2020-08-10,Connecticut,CT,9,356130,62.42857143,08/10/2020
1932,2020-08-10,Vermont,VT,50,10488,30.28571429,08/10/2020
2103,2020-08-10,Wyoming,WY,56,22305,46.14285714,08/10/2020
228,2020-08-10,Colorado,CO,8,367338,47.14285714,08/10/2020
1891,2020-08-10,Virginia,VA,51,732584,35.14285714,08/10/2020
938,2020-08-10,Michigan,MI,26,704272,74.0,08/10/2020
1979,2020-08-10,Washington,WA,53,475931,44.28571429,08/10/2020
1184,2020-08-10,North Dakota,ND,38,57983,39.42857143,08/10/2020
979,2020-08-10,Minnesota,MN,27,446139,40.14285714,08/10/2020
23,2020-08-10,Alaska,AK,2,28525,13.71428571,08/10/2020
146,2020-08-10,Arizona,AZ,4,1340891,75.0,08/10/2020
2020,2020-08-10,Wisconsin,WI,55,479588,41.14285714,08/10/2020
187,2020-08-10,California,CA,6,4217965,101.57142859999999,08/10/2020
310,2020-08-10,District of Columbia,DC,11,91649,51.0,08/10/2020
1396,2020-08-10,Nevada,NV,32,417847,62.28571429,08/10/2020
855,2020-08-10,Maryland,MD,24,691882,44.85714286,08/10/2020
1143,2020-08-10,North Carolina,NC,37,994124,42.71428571,08/10/2020
1438,2020-08-10,New York,NY,36,2968638,14.0,08/10/2020
105,2020-08-10,Arkansas,AR,5,363417,53.71428571,08/10/2020
814,2020-08-10,Massachusetts,MA,25,858067,37.14285714,08/10/2020
1849,2020-08-10,Utah,UT,49,321109,52.71428571,08/10/2020
1314,2020-08-10,New Jersey,NJ,34,1307835,40.28571429,08/10/2020
351,2020-08-10,Delaware,DE,10,113088,49.85714286,08/10/2020
65,2020-08-17,Alabama,AL,1,793360,58.71428571,08/17/2020
1480,2020-08-17,Ohio,OH,39,790471,61.85714286,08/17/2020
2104,2020-08-17,Wyoming,WY,56,24510,46.85714286,08/17/2020
980,2020-08-17,Minnesota,MN,27,476869,45.14285714,08/17/2020
815,2020-08-17,Massachusetts,MA,25,874689,44.25,08/17/2020
1356,2020-08-17,New Mexico,NM,35,168541,70.85714286,08/17/2020
2021,2020-08-17,Wisconsin,WI,55,515762,93.57142857,08/17/2020
939,2020-08-17,Michigan,MI,26,737268,50.42857143,08/17/2020
1562,2020-08-17,Oregon,OR,41,170934,32.85714286,08/17/2020
856,2020-08-17,Maryland,MD,24,720306,30.28571429,08/17/2020
1315,2020-08-17,New Jersey,NJ,34,1322318,41.28571429,08/17/2020
1021,2020-08-17,Missouri,MO,29,510065,65.57142857,08/17/2020
768,2020-08-17,Louisiana,LA,22,989798,63.57142857,08/17/2020
897,2020-08-17,Maine,ME,23,29993,43.71428571,08/17/2020
1439,2020-08-17,New York,NY,36,2999135,25.71428571,08/17/2020
727,2020-08-17,Kentucky,KY,21,294809,17.5,08/17/2020
1521,2020-08-17,Oklahoma,OK,40,360950,64.57142857,08/17/2020
1397,2020-08-17,Nevada,NV,32,450364,84.57142857,08/17/2020
686,2020-08-17,Kansas,KS,20,255916,62.0,08/17/2020
1603,2020-08-17,Pennsylvania,PA,42,893252,39.71428571,08/17/2020
645,2020-08-17,Indiana,IN,18,590618,52.85714286,08/17/2020
1809,2020-08-17,Texas,TX,48,3968687,59.57142857,08/17/2020
439,2020-08-17,Georgia,GA,13,1744454,49.0,08/17/2020
1768,2020-08-17,Tennessee,TN,47,984221,62.0,08/17/2020
398,2020-08-17,Florida,FL,12,4103213,42.85714286,08/17/2020
1229,2020-08-17,Nebraska,NE,31,219071,44.85714286,08/17/2020
106,2020-08-17,Arkansas,AR,5,387787,61.71428571,08/17/2020
352,2020-08-17,Delaware,DE,10,117389,35.85714286,08/17/2020
1850,2020-08-17,Utah,UT,49,338398,46.28571429,08/17/2020
1144,2020-08-17,North Carolina,NC,37,1061677,38.57142857,08/17/2020
311,2020-08-17,District of Columbia,DC,11,94320,37.0,08/17/2020
1892,2020-08-17,Virginia,VA,51,776711,48.42857143,08/17/2020
270,2020-08-17,Connecticut,CT,9,360569,60.71428571,08/17/2020
1933,2020-08-17,Vermont,VT,50,10809,40.0,08/17/2020
229,2020-08-17,Colorado,CO,8,381715,50.85714286,08/17/2020
188,2020-08-17,California,CA,6,4555761,89.85714286,08/17/2020
1185,2020-08-17,North Dakota,ND,38,66019,41.57142857,08/17/2020
1980,2020-08-17,Washington,WA,53,497822,38.85714286,08/17/2020
147,2020-08-17,Arizona,AZ,4,1378068,72.0,08/17/2020
480,2020-08-17,Hawaii,HI,15,41540,22.57142857,08/17/2020
1727,2020-08-17,South Dakota,SD,46,76420,68.0,08/17/2020
562,2020-08-17,Idaho,ID,16,202968,37.57142857,08/17/2020
521,2020-08-17,Iowa,IA,19,383903,50.0,08/17/2020
603,2020-08-17,Illinois,IL,17,1521050,111.1428571,08/17/2020
1270,2020-08-17,New Hampshire,NH,33,49486,45.28571429,08/17/2020
1062,2020-08-17,Mississippi,MS,28,533101,51.42857143,08/17/2020
24,2020-08-17,Alaska,AK,2,32249,12.28571429,08/17/2020
1645,2020-08-17,Rhode Island,RI,44,147120,50.57142857,08/17/2020
2062,2020-08-17,West Virginia,WV,54,63349,40.85714286,08/17/2020
1103,2020-08-17,Montana,MT,30,43384,14.85714286,08/17/2020
1686,2020-08-17,South Carolina,SC,45,771615,41.14285714,08/17/2020
563,2020-08-24,Idaho,ID,16,217375,45.42857143,08/24/2020
1893,2020-08-24,Virginia,VA,51,822293,25.66666667,08/24/2020
1398,2020-08-24,Nevada,NV,32,474748,86.14285714,08/24/2020
271,2020-08-24,Connecticut,CT,9,366974,65.14285714,08/24/2020
2063,2020-08-24,West Virginia,WV,54,68719,49.85714286,08/24/2020
1646,2020-08-24,Rhode Island,RI,44,151807,46.57142857,08/24/2020
230,2020-08-24,Colorado,CO,8,396597,49.42857143,08/24/2020
1934,2020-08-24,Vermont,VT,50,11148,28.85714286,08/24/2020
646,2020-08-24,Indiana,IN,18,639540,74.0,08/24/2020
189,2020-08-24,California,CA,6,4822414,108.2857143,08/24/2020
940,2020-08-24,Michigan,MI,26,776283,72.42857143,08/24/2020
25,2020-08-24,Alaska,AK,2,35631,10.57142857,08/24/2020
1357,2020-08-24,New Mexico,NM,35,175042,53.71428571,08/24/2020
1981,2020-08-24,Washington,WA,53,510191,49.0,08/24/2020
148,2020-08-24,Arizona,AZ,4,1404312,74.85714286,08/24/2020
898,2020-08-24,Maine,ME,23,31134,51.42857143,08/24/2020
857,2020-08-24,Maryland,MD,24,746593,40.0,08/24/2020
312,2020-08-24,District of Columbia,DC,11,96927,49.85714286,08/24/2020
1563,2020-08-24,Oregon,OR,41,182337,26.85714286,08/24/2020
1728,2020-08-24,South Dakota,SD,46,87894,57.0,08/24/2020
481,2020-08-24,Hawaii,HI,15,53102,19.28571429,08/24/2020
1522,2020-08-24,Oklahoma,OK,40,394926,71.57142857,08/24/2020
440,2020-08-24,Georgia,GA,13,1854592,57.85714286,08/24/2020
769,2020-08-24,Louisiana,LA,22,1027465,54.71428571,08/24/2020
66,2020-08-24,Alabama,AL,1,854886,60.42857143,08/24/2020
728,2020-08-24,Kentucky,KY,21,326538,34.85714286,08/24/2020
1769,2020-08-24,Tennessee,TN,47,1053092,60.71428571,08/24/2020
399,2020-08-24,Florida,FL,12,4259293,42.0,08/24/2020
522,2020-08-24,Iowa,IA,19,424083,49.42857143,08/24/2020
1481,2020-08-24,Ohio,OH,39,839790,51.28571429,08/24/2020
1687,2020-08-24,South Carolina,SC,45,812695,46.28571429,08/24/2020
1604,2020-08-24,Pennsylvania,PA,42,924081,53.57142857,08/24/2020
1810,2020-08-24,Texas,TX,48,4208225,71.71428571,08/24/2020
353,2020-08-24,Delaware,DE,10,120128,52.57142857,08/24/2020
816,2020-08-24,Massachusetts,MA,25,892676,40.28571429,08/24/2020
107,2020-08-24,Arkansas,AR,5,416183,62.14285714,08/24/2020
1440,2020-08-24,New York,NY,36,3029270,34.0,08/24/2020
1851,2020-08-24,Utah,UT,49,356813,67.0,08/24/2020
687,2020-08-24,Kansas,KS,20,284031,58.14285714,08/24/2020
604,2020-08-24,Illinois,IL,17,1616714,72.28571429,08/24/2020
2022,2020-08-24,Wisconsin,WI,55,550868,41.71428571,08/24/2020
1230,2020-08-24,Nebraska,NE,31,231458,44.85714286,08/24/2020
1316,2020-08-24,New Jersey,NJ,34,1336802,35.42857143,08/24/2020
1104,2020-08-24,Montana,MT,30,49413,14.71428571,08/24/2020
1271,2020-08-24,New Hampshire,NH,33,50494,43.14285714,08/24/2020
1022,2020-08-24,Missouri,MO,29,565806,59.42857143,08/24/2020
1063,2020-08-24,Mississippi,MS,28,568960,56.0,08/24/2020
1186,2020-08-24,North Dakota,ND,38,77553,41.14285714,08/24/2020
2105,2020-08-24,Wyoming,WY,56,26249,27.0,08/24/2020
981,2020-08-24,Minnesota,MN,27,512883,44.28571429,08/24/2020
1145,2020-08-24,North Carolina,NC,37,1138809,59.85714286,08/24/2020
1187,2020-08-31,North Dakota,ND,38,90624,44.14285714,08/31/2020
67,2020-08-31,Alabama,AL,1,912623,53.57142857,08/31/2020
729,2020-08-31,Kentucky,KY,21,360040,45.28571429,08/31/2020
1811,2020-08-31,Texas,TX,48,4409171,42.5,08/31/2020
1399,2020-08-31,Nevada,NV,32,495119,64.28571429,08/31/2020
688,2020-08-31,Kansas,KS,20,313066,54.0,08/31/2020
1441,2020-08-31,New York,NY,36,3065100,10.16666667,08/31/2020
899,2020-08-31,Maine,ME,23,32414,32.85714286,08/31/2020
2106,2020-08-31,Wyoming,WY,56,27775,46.14285714,08/31/2020
1564,2020-08-31,Oregon,OR,41,193048,22.75,08/31/2020
1105,2020-08-31,Montana,MT,30,55834,46.14285714,08/31/2020
354,2020-08-31,Delaware,DE,10,124673,24.5,08/31/2020
108,2020-08-31,Arkansas,AR,5,448523,55.28571429,08/31/2020
1688,2020-08-31,South Carolina,SC,45,860218,59.71428571,08/31/2020
1523,2020-08-31,Oklahoma,OK,40,433598,65.14285714,08/31/2020
1852,2020-08-31,Utah,UT,49,376355,99.14285714,08/31/2020
770,2020-08-31,Louisiana,LA,22,1064439,61.14285714,08/31/2020
313,2020-08-31,District of Columbia,DC,11,99279,67.85714286,08/31/2020
1146,2020-08-31,North Carolina,NC,37,1217075,56.0,08/31/2020
1482,2020-08-31,Ohio,OH,39,897612,65.28571429,08/31/2020
1894,2020-08-31,Virginia,VA,51,872828,18.0,08/31/2020
858,2020-08-31,Maryland,MD,24,775634,45.57142857,08/31/2020
817,2020-08-31,Massachusetts,MA,25,860872,43.57142857,08/31/2020
272,2020-08-31,Connecticut,CT,9,372783,44.0,08/31/2020
231,2020-08-31,Colorado,CO,8,410486,61.85714286,08/31/2020
1935,2020-08-31,Vermont,VT,50,11459,16.0,08/31/2020
1317,2020-08-31,New Jersey,NJ,34,1353475,41.14285714,08/31/2020
190,2020-08-31,California,CA,6,5053927,26.5,08/31/2020
1023,2020-08-31,Missouri,MO,29,631769,79.71428571,08/31/2020
1982,2020-08-31,Washington,WA,53,531213,33.0,08/31/2020
400,2020-08-31,Florida,FL,12,4430312,38.71428571,08/31/2020
1272,2020-08-31,New Hampshire,NH,33,51656,22.0,08/31/2020
1647,2020-08-31,Rhode Island,RI,44,156041,37.14285714,08/31/2020
1231,2020-08-31,Nebraska,NE,31,246677,35.71428571,08/31/2020
605,2020-08-31,Illinois,IL,17,1722068,111.42857140000001,08/31/2020
1358,2020-08-31,New Mexico,NM,35,181085,39.0,08/31/2020
982,2020-08-31,Minnesota,MN,27,552221,29.5,08/31/2020
149,2020-08-31,Arizona,AZ,4,1431083,56.57142857,08/31/2020
482,2020-08-31,Hawaii,HI,15,64339,9.0,08/31/2020
26,2020-08-31,Alaska,AK,2,39044,7.5,08/31/2020
2064,2020-08-31,West Virginia,WV,54,77307,48.14285714,08/31/2020
1729,2020-08-31,South Dakota,SD,46,101983,50.28571429,08/31/2020
941,2020-08-31,Michigan,MI,26,812610,64.14285714,08/31/2020
1064,2020-08-31,Mississippi,MS,28,599500,48.57142857,08/31/2020
1770,2020-08-31,Tennessee,TN,47,1125900,37.0,08/31/2020
1605,2020-08-31,Pennsylvania,PA,42,962643,23.0,08/31/2020
441,2020-08-31,Georgia,GA,13,1952506,61.42857143,08/31/2020
647,2020-08-31,Indiana,IN,18,684538,54.57142857,08/31/2020
564,2020-08-31,Idaho,ID,16,230387,19.0,08/31/2020
2023,2020-08-31,Wisconsin,WI,55,589916,35.0,08/31/2020
523,2020-08-31,Iowa,IA,19,465318,85.14285714,08/31/2020
68,2020-09-07,Alabama,AL,1,956151,48.14285714,09/07/2020
771,2020-09-07,Louisiana,LA,22,1098063,47.28571429,09/07/2020
314,2020-09-07,District of Columbia,DC,11,101420,36.28571429,09/07/2020
2065,2020-09-07,West Virginia,WV,54,85700,43.14285714,09/07/2020
818,2020-09-07,Massachusetts,MA,25,868083,43.28571429,09/07/2020
232,2020-09-07,Colorado,CO,8,424201,74.14285714,09/07/2020
1147,2020-09-07,North Carolina,NC,37,1275664,40.71428571,09/07/2020
1483,2020-09-07,Ohio,OH,39,946826,61.85714286,09/07/2020
524,2020-09-07,Iowa,IA,19,497252,46.57142857,09/07/2020
273,2020-09-07,Connecticut,CT,9,379619,48.14285714,09/07/2020
1895,2020-09-07,Virginia,VA,51,921186,31.33333333,09/07/2020
565,2020-09-07,Idaho,ID,16,242045,50.28571429,09/07/2020
1065,2020-09-07,Mississippi,MS,28,622193,51.85714286,09/07/2020
1689,2020-09-07,South Carolina,SC,45,902281,44.14285714,09/07/2020
109,2020-09-07,Arkansas,AR,5,481354,47.85714286,09/07/2020
401,2020-09-07,Florida,FL,12,4554574,39.42857143,09/07/2020
1232,2020-09-07,Nebraska,NE,31,261026,30.0,09/07/2020
1565,2020-09-07,Oregon,OR,41,202322,13.0,09/07/2020
1771,2020-09-07,Tennessee,TN,47,1187426,48.28571429,09/07/2020
2107,2020-09-07,Wyoming,WY,56,29752,36.85714286,09/07/2020
648,2020-09-07,Indiana,IN,18,724918,52.42857143,09/07/2020
689,2020-09-07,Kansas,KS,20,336791,29.14285714,09/07/2020
1106,2020-09-07,Montana,MT,30,61350,19.28571429,09/07/2020
1606,2020-09-07,Pennsylvania,PA,42,999160,44.28571429,09/07/2020
1812,2020-09-07,Texas,TX,48,4571215,46.57142857,09/07/2020
442,2020-09-07,Georgia,GA,13,2035097,43.57142857,09/07/2020
730,2020-09-07,Kentucky,KY,21,388414,52.42857143,09/07/2020
355,2020-09-07,Delaware,DE,10,130060,46.0,09/07/2020
483,2020-09-07,Hawaii,HI,15,72941,37.57142857,09/07/2020
1730,2020-09-07,South Dakota,SD,46,112801,52.0,09/07/2020
606,2020-09-07,Illinois,IL,17,1817662,75.14285714,09/07/2020
1524,2020-09-07,Oklahoma,OK,40,473560,53.71428571,09/07/2020
1273,2020-09-07,New Hampshire,NH,33,53243,42.14285714,09/07/2020
1853,2020-09-07,Utah,UT,49,397286,90.42857143,09/07/2020
1024,2020-09-07,Missouri,MO,29,696299,62.0,09/07/2020
1936,2020-09-07,Vermont,VT,50,11693,42.0,09/07/2020
1648,2020-09-07,Rhode Island,RI,44,160182,39.0,09/07/2020
942,2020-09-07,Michigan,MI,26,852265,56.0,09/07/2020
1983,2020-09-07,Washington,WA,53,552162,36.42857143,09/07/2020
983,2020-09-07,Minnesota,MN,27,581289,42.42857143,09/07/2020
859,2020-09-07,Maryland,MD,24,803905,36.57142857,09/07/2020
191,2020-09-07,California,CA,6,5229493,68.42857143,09/07/2020
150,2020-09-07,Arizona,AZ,4,1452476,58.28571429,09/07/2020
1359,2020-09-07,New Mexico,NM,35,185705,43.85714286,09/07/2020
27,2020-09-07,Alaska,AK,2,42723,38.57142857,09/07/2020
2024,2020-09-07,Wisconsin,WI,55,641305,40.28571429,09/07/2020
900,2020-09-07,Maine,ME,23,33599,37.71428571,09/07/2020
1188,2020-09-07,North Dakota,ND,38,103668,36.14285714,09/07/2020
1400,2020-09-07,Nevada,NV,32,510285,79.85714286,09/07/2020
1318,2020-09-07,New Jersey,NJ,34,1370898,36.57142857,09/07/2020
1442,2020-09-07,New York,NY,36,3099387,19.71428571,09/07/2020
984,2020-09-14,Minnesota,MN,27,615373,32.85714286,09/14/2020
1607,2020-09-14,Pennsylvania,PA,42,1041045,43.28571429,09/14/2020
649,2020-09-14,Indiana,IN,18,767658,47.57142857,09/14/2020
772,2020-09-14,Louisiana,LA,22,1126864,31.85714286,09/14/2020
28,2020-09-14,Alaska,AK,2,46587,33.57142857,09/14/2020
1772,2020-09-14,Tennessee,TN,47,1260317,43.0,09/14/2020
315,2020-09-14,District of Columbia,DC,11,103907,43.85714286,09/14/2020
443,2020-09-14,Georgia,GA,13,2118044,68.85714286,09/14/2020
1025,2020-09-14,Missouri,MO,29,769113,50.57142857,09/14/2020
1274,2020-09-14,New Hampshire,NH,33,55022,39.42857143,09/14/2020
1233,2020-09-14,Nebraska,NE,31,279219,37.42857143,09/14/2020
1854,2020-09-14,Utah,UT,49,432198,69.71428571,09/14/2020
402,2020-09-14,Florida,FL,12,4686618,35.28571429,09/14/2020
1984,2020-09-14,Washington,WA,53,570426,2.0,09/14/2020
1566,2020-09-14,Oregon,OR,41,212099,18.33333333,09/14/2020
1443,2020-09-14,New York,NY,36,3136805,27.71428571,09/14/2020
2108,2020-09-14,Wyoming,WY,56,32998,38.57142857,09/14/2020
901,2020-09-14,Maine,ME,23,35046,41.71428571,09/14/2020
192,2020-09-14,California,CA,6,5393237,83.14285714,09/14/2020
1525,2020-09-14,Oklahoma,OK,40,522002,59.0,09/14/2020
690,2020-09-14,Kansas,KS,20,362453,31.14285714,09/14/2020
1107,2020-09-14,Montana,MT,30,69084,18.42857143,09/14/2020
1189,2020-09-14,North Dakota,ND,38,120159,32.57142857,09/14/2020
356,2020-09-14,Delaware,DE,10,135737,43.14285714,09/14/2020
1401,2020-09-14,Nevada,NV,32,525238,55.14285714,09/14/2020
1813,2020-09-14,Texas,TX,48,4777567,41.0,09/14/2020
110,2020-09-14,Arkansas,AR,5,518116,52.85714286,09/14/2020
2025,2020-09-14,Wisconsin,WI,55,720543,43.85714286,09/14/2020
731,2020-09-14,Kentucky,KY,21,420827,50.42857143,09/14/2020
1731,2020-09-14,South Dakota,SD,46,126055,30.5,09/14/2020
819,2020-09-14,Massachusetts,MA,25,886319,40.57142857,09/14/2020
1649,2020-09-14,Rhode Island,RI,44,165326,53.71428571,09/14/2020
1360,2020-09-14,New Mexico,NM,35,191287,44.14285714,09/14/2020
525,2020-09-14,Iowa,IA,19,531672,39.28571429,09/14/2020
1896,2020-09-14,Virginia,VA,51,969339,19.0,09/14/2020
274,2020-09-14,Connecticut,CT,9,388188,43.0,09/14/2020
1319,2020-09-14,New Jersey,NJ,34,1391630,44.0,09/14/2020
484,2020-09-14,Hawaii,HI,15,78633,25.71428571,09/14/2020
2066,2020-09-14,West Virginia,WV,54,95384,43.28571429,09/14/2020
566,2020-09-14,Idaho,ID,16,255621,38.85714286,09/14/2020
1066,2020-09-14,Mississippi,MS,28,645634,44.57142857,09/14/2020
943,2020-09-14,Michigan,MI,26,890769,50.71428571,09/14/2020
860,2020-09-14,Maryland,MD,24,833182,44.28571429,09/14/2020
233,2020-09-14,Colorado,CO,8,446292,56.28571429,09/14/2020
1484,2020-09-14,Ohio,OH,39,997205,57.14285714,09/14/2020
69,2020-09-14,Alabama,AL,1,1000773,65.14285714,09/14/2020
607,2020-09-14,Illinois,IL,17,1906821,68.85714286,09/14/2020
1148,2020-09-14,North Carolina,NC,37,1335716,53.71428571,09/14/2020
151,2020-09-14,Arizona,AZ,4,1485538,56.71428571,09/14/2020
1937,2020-09-14,Vermont,VT,50,11975,39.0,09/14/2020
1690,2020-09-14,South Carolina,SC,45,952428,58.57142857,09/14/2020
1814,2020-09-21,Texas,TX,48,5096590,45.14285714,09/21/2020
944,2020-09-21,Michigan,MI,26,931778,37.0,09/21/2020
1067,2020-09-21,Mississippi,MS,28,670521,25.71428571,09/21/2020
526,2020-09-21,Iowa,IA,19,572508,32.42857143,09/21/2020
567,2020-09-21,Idaho,ID,16,274779,34.85714286,09/21/2020
1108,2020-09-21,Montana,MT,30,80845,22.85714286,09/21/2020
902,2020-09-21,Maine,ME,23,36615,47.0,09/21/2020
1691,2020-09-21,South Carolina,SC,45,1006699,36.85714286,09/21/2020
691,2020-09-21,Kansas,KS,20,392816,30.57142857,09/21/2020
1985,2020-09-21,Washington,WA,53,591651,36.71428571,09/21/2020
1650,2020-09-21,Rhode Island,RI,44,169819,56.14285714,09/21/2020
444,2020-09-21,Georgia,GA,13,2185298,40.42857143,09/21/2020
608,2020-09-21,Illinois,IL,17,2002081,61.14285714,09/21/2020
1402,2020-09-21,Nevada,NV,32,544329,57.42857143,09/21/2020
1608,2020-09-21,Pennsylvania,PA,42,1079998,40.57142857,09/21/2020
985,2020-09-21,Minnesota,MN,27,660754,35.71428571,09/21/2020
152,2020-09-21,Arizona,AZ,4,1513922,87.85714286,09/21/2020
1275,2020-09-21,New Hampshire,NH,33,56586,43.42857143,09/21/2020
2109,2020-09-21,Wyoming,WY,56,37762,36.0,09/21/2020
70,2020-09-21,Alabama,AL,1,1049496,40.28571429,09/21/2020
650,2020-09-21,Indiana,IN,18,807927,43.0,09/21/2020
1234,2020-09-21,Nebraska,NE,31,299003,35.28571429,09/21/2020
2026,2020-09-21,Wisconsin,WI,55,821504,42.71428571,09/21/2020
1773,2020-09-21,Tennessee,TN,47,1326473,47.42857143,09/21/2020
485,2020-09-21,Hawaii,HI,15,83647,22.85714286,09/21/2020
403,2020-09-21,Florida,FL,12,4810232,30.28571429,09/21/2020
1361,2020-09-21,New Mexico,NM,35,199009,36.14285714,09/21/2020
1732,2020-09-21,South Dakota,SD,46,143886,23.28571429,09/21/2020
1567,2020-09-21,Oregon,OR,41,225390,16.5,09/21/2020
2067,2020-09-21,West Virginia,WV,54,104565,35.28571429,09/21/2020
1444,2020-09-21,New York,NY,36,3176567,38.28571429,09/21/2020
1855,2020-09-21,Utah,UT,49,478218,65.0,09/21/2020
732,2020-09-21,Kentucky,KY,21,454938,38.71428571,09/21/2020
820,2020-09-21,Massachusetts,MA,25,906719,38.0,09/21/2020
29,2020-09-21,Alaska,AK,2,51215,20.28571429,09/21/2020
111,2020-09-21,Arkansas,AR,5,557985,31.0,09/21/2020
1026,2020-09-21,Missouri,MO,29,841027,40.57142857,09/21/2020
1485,2020-09-21,Ohio,OH,39,1041861,47.14285714,09/21/2020
1190,2020-09-21,North Dakota,ND,38,138912,30.85714286,09/21/2020
357,2020-09-21,Delaware,DE,10,140428,34.14285714,09/21/2020
1320,2020-09-21,New Jersey,NJ,34,1415725,35.42857143,09/21/2020
275,2020-09-21,Connecticut,CT,9,395855,47.57142857,09/21/2020
773,2020-09-21,Louisiana,LA,22,1154262,24.57142857,09/21/2020
316,2020-09-21,District of Columbia,DC,11,106069,41.57142857,09/21/2020
234,2020-09-21,Colorado,CO,8,474944,59.71428571,09/21/2020
193,2020-09-21,California,CA,6,5562282,98.42857143,09/21/2020
1938,2020-09-21,Vermont,VT,50,12149,44.28571429,09/21/2020
861,2020-09-21,Maryland,MD,24,856623,46.14285714,09/21/2020
1149,2020-09-21,North Carolina,NC,37,1416288,43.71428571,09/21/2020
1897,2020-09-21,Virginia,VA,51,1010670,19.0,09/21/2020
1526,2020-09-21,Oklahoma,OK,40,575211,36.57142857,09/21/2020
609,2020-09-28,Illinois,IL,17,2100807,42.71428571,09/28/2020
1486,2020-09-28,Ohio,OH,39,1095854,44.0,09/28/2020
862,2020-09-28,Maryland,MD,24,882668,44.42857143,09/28/2020
